stakeholder,month,topic_id,topic_label,absolute_impact,relative_impact,monthly_document_count
developer,2015-08,33,Cross-platform,135,0.0511751326762699,2638
developer,2015-08,9,Customization,148,0.056103108415466264,2638
developer,2015-08,5,Cybersickness,43,0.016300227445034118,2638
developer,2015-08,26,Educational Use,112,0.04245640636846096,2638
developer,2015-08,24,Environment & Interface.,72,0.027293404094010616,2638
developer,2015-08,32,Game Elements,62,0.02350265352539803,2638
developer,2015-08,4,Graphics Optimization,86,0.032600454890068235,2638
developer,2015-08,30,Hardware Optimization,38,0.014404852160727824,2638
developer,2015-08,23,Horror Game ,52,0.019711902956785442,2638
developer,2015-08,25,IOS Development,40,0.015163002274450341,2638
developer,2015-08,6,Implementation Challenges,156,0.05913570887035633,2638
developer,2015-08,3,Input Methods,74,0.028051554207733132,2638
developer,2015-08,17,Installation and Setup,61,0.02312357846853677,2638
developer,2015-08,12,Interaction Mechanics,51,0.019332827899924184,2638
developer,2015-08,0,Layout Challenges,80,0.030326004548900682,2638
developer,2015-08,35,Multiplayer,43,0.016300227445034118,2638
developer,2015-08,7,Object Tracking,40,0.015163002274450341,2638
developer,2015-08,2,Parallel Rendering ,39,0.014783927217589083,2638
developer,2015-08,28,Physics & Hardware,56,0.02122820318423048,2638
developer,2015-08,20,Player Interaction,35,0.013267626990144048,2638
developer,2015-08,11,Rendering Issues,71,0.026914329037149357,2638
developer,2015-08,8,Safety ,86,0.032600454890068235,2638
developer,2015-08,15,Server Management,63,0.023881728582259287,2638
developer,2015-08,18,Streaming and Mapping,94,0.0356330553449583,2638
developer,2015-08,13,Support Challenges,47,0.01781652767247915,2638
developer,2015-08,29,Technical Challenges,38,0.014404852160727824,2638
developer,2015-08,14,Testing Requirements,57,0.021607278241091737,2638
developer,2015-08,27,Tools Limitation,111,0.0420773313115997,2638
developer,2015-08,22,Troubleshooting,102,0.03866565579984837,2638
developer,2015-08,16,UE Issues,78,0.029567854435178165,2638
developer,2015-09,1,App Development ,87,0.03260869565217391,2668
developer,2015-09,34,Audio and Visual,58,0.021739130434782608,2668
developer,2015-09,19,Beta Testing,41,0.015367316341829085,2668
developer,2015-09,21,Bug Reporting ,98,0.03673163418290855,2668
developer,2015-09,31,Compatibility Issues,66,0.024737631184407798,2668
developer,2015-09,10,Control Issues,59,0.022113943028485756,2668
developer,2015-09,36,Controller,61,0.022863568215892055,2668
developer,2015-09,33,Cross-platform,111,0.041604197901049474,2668
developer,2015-09,9,Customization,175,0.06559220389805097,2668
developer,2015-09,5,Cybersickness,71,0.026611694152923537,2668
developer,2015-09,26,Educational Use,91,0.0341079460269865,2668
developer,2015-09,24,Environment & Interface.,55,0.020614692653673165,2668
developer,2015-09,32,Game Elements,59,0.022113943028485756,2668
developer,2015-09,4,Graphics Optimization,67,0.025112443778110945,2668
developer,2015-09,30,Hardware Optimization,66,0.024737631184407798,2668
developer,2015-09,23,Horror Game ,72,0.026986506746626688,2668
developer,2015-09,25,IOS Development,58,0.021739130434782608,2668
developer,2015-09,6,Implementation Challenges,119,0.04460269865067466,2668
developer,2015-09,3,Input Methods,86,0.03223388305847077,2668
developer,2015-09,17,Installation and Setup,67,0.025112443778110945,2668
developer,2015-09,12,Interaction Mechanics,50,0.018740629685157422,2668
developer,2015-09,0,Layout Challenges,88,0.03298350824587706,2668
developer,2015-09,35,Multiplayer,40,0.014992503748125937,2668
developer,2015-09,7,Object Tracking,43,0.016116941529235384,2668
developer,2015-09,2,Parallel Rendering ,50,0.018740629685157422,2668
developer,2015-09,28,Physics & Hardware,49,0.018365817091454274,2668
developer,2015-09,20,Player Interaction,40,0.014992503748125937,2668
developer,2015-09,11,Rendering Issues,54,0.020239880059970013,2668
developer,2015-09,8,Safety ,89,0.03335832083958021,2668
developer,2015-09,15,Server Management,81,0.030359820089955022,2668
developer,2015-09,18,Streaming and Mapping,89,0.03335832083958021,2668
developer,2015-09,13,Support Challenges,55,0.020614692653673165,2668
developer,2015-09,29,Technical Challenges,53,0.019865067466266866,2668
developer,2015-09,14,Testing Requirements,63,0.02361319340329835,2668
developer,2015-09,27,Tools Limitation,92,0.034482758620689655,2668
developer,2015-09,22,Troubleshooting,83,0.03110944527736132,2668
developer,2015-09,16,UE Issues,82,0.03073463268365817,2668
developer,2015-10,1,App Development ,66,0.0267639902676399,2466
developer,2015-10,34,Audio and Visual,49,0.019870235198702353,2466
developer,2015-10,19,Beta Testing,41,0.01662611516626115,2466
developer,2015-10,21,Bug Reporting ,92,0.0373073803730738,2466
developer,2015-10,31,Compatibility Issues,63,0.025547445255474453,2466
developer,2015-10,10,Control Issues,53,0.021492295214922953,2466
developer,2015-10,36,Controller,61,0.02473641524736415,2466
developer,2015-10,33,Cross-platform,102,0.0413625304136253,2466
developer,2015-10,9,Customization,138,0.05596107055961071,2466
developer,2015-10,5,Cybersickness,79,0.03203568532035685,2466
developer,2015-10,26,Educational Use,81,0.032846715328467155,2466
developer,2015-10,24,Environment & Interface.,54,0.021897810218978103,2466
developer,2015-10,32,Game Elements,76,0.030819140308191405,2466
developer,2015-10,4,Graphics Optimization,86,0.034874290348742905,2466
developer,2015-10,30,Hardware Optimization,49,0.019870235198702353,2466
developer,2015-10,23,Horror Game ,71,0.02879156528791565,2466
developer,2015-10,25,IOS Development,50,0.0202757502027575,2466
developer,2015-10,6,Implementation Challenges,114,0.046228710462287104,2466
developer,2015-10,3,Input Methods,81,0.032846715328467155,2466
developer,2015-10,17,Installation and Setup,53,0.021492295214922953,2466
developer,2015-10,12,Interaction Mechanics,52,0.021086780210867802,2466
developer,2015-10,0,Layout Challenges,70,0.028386050283860504,2466
developer,2015-10,35,Multiplayer,41,0.01662611516626115,2466
developer,2015-10,7,Object Tracking,37,0.015004055150040552,2466
developer,2015-10,2,Parallel Rendering ,47,0.019059205190592052,2466
developer,2015-10,28,Physics & Hardware,52,0.021086780210867802,2466
developer,2015-10,20,Player Interaction,32,0.012976480129764802,2466
developer,2015-10,11,Rendering Issues,52,0.021086780210867802,2466
developer,2015-10,8,Safety ,75,0.030413625304136254,2466
developer,2015-10,15,Server Management,77,0.031224655312246552,2466
developer,2015-10,18,Streaming and Mapping,78,0.031630170316301706,2466
developer,2015-10,13,Support Challenges,52,0.021086780210867802,2466
developer,2015-10,29,Technical Challenges,38,0.015409570154095702,2466
developer,2015-10,14,Testing Requirements,55,0.022303325223033254,2466
developer,2015-10,27,Tools Limitation,95,0.03852392538523925,2466
developer,2015-10,22,Troubleshooting,91,0.036901865369018655,2466
developer,2015-10,16,UE Issues,63,0.025547445255474453,2466
developer,2015-11,1,App Development ,63,0.03335097935415564,1889
developer,2015-11,34,Audio and Visual,42,0.02223398623610376,1889
developer,2015-11,19,Beta Testing,37,0.019587083112758072,1889
developer,2015-11,21,Bug Reporting ,74,0.039174166225516144,1889
developer,2015-11,31,Compatibility Issues,35,0.018528321863419798,1889
developer,2015-11,10,Control Issues,37,0.019587083112758072,1889
developer,2015-11,36,Controller,43,0.022763366860772894,1889
developer,2015-11,33,Cross-platform,73,0.03864478560084701,1889
developer,2015-11,9,Customization,102,0.05399682371625199,1889
developer,2015-11,5,Cybersickness,45,0.02382212811011117,1889
developer,2015-11,26,Educational Use,58,0.03070407623080995,1889
developer,2015-11,24,Environment & Interface.,43,0.022763366860772894,1889
developer,2015-11,32,Game Elements,49,0.02593965060878772,1889
developer,2015-11,4,Graphics Optimization,45,0.02382212811011117,1889
developer,2015-11,30,Hardware Optimization,42,0.02223398623610376,1889
developer,2015-11,23,Horror Game ,43,0.022763366860772894,1889
developer,2015-11,25,IOS Development,40,0.021175224986765485,1889
developer,2015-11,6,Implementation Challenges,65,0.03440974060349391,1889
developer,2015-11,3,Input Methods,75,0.03970354685018528,1889
developer,2015-11,17,Installation and Setup,61,0.03229221810481736,1889
developer,2015-11,12,Interaction Mechanics,31,0.01641079936474325,1889
developer,2015-11,0,Layout Challenges,58,0.03070407623080995,1889
developer,2015-11,35,Multiplayer,17,0.008999470619375331,1889
developer,2015-11,7,Object Tracking,38,0.02011646373742721,1889
developer,2015-11,2,Parallel Rendering ,46,0.024351508734780307,1889
developer,2015-11,28,Physics & Hardware,53,0.028057173107464268,1889
developer,2015-11,20,Player Interaction,35,0.018528321863419798,1889
developer,2015-11,11,Rendering Issues,54,0.028586553732133403,1889
developer,2015-11,8,Safety ,60,0.03176283748014823,1889
developer,2015-11,15,Server Management,57,0.030174695606140816,1889
developer,2015-11,18,Streaming and Mapping,60,0.03176283748014823,1889
developer,2015-11,13,Support Challenges,47,0.024880889359449446,1889
developer,2015-11,29,Technical Challenges,33,0.017469560614081524,1889
developer,2015-11,14,Testing Requirements,42,0.02223398623610376,1889
developer,2015-11,27,Tools Limitation,70,0.037056643726839596,1889
developer,2015-11,22,Troubleshooting,69,0.036527263102170464,1889
developer,2015-11,16,UE Issues,47,0.024880889359449446,1889
developer,2015-12,1,App Development ,65,0.03399581589958159,1912
developer,2015-12,34,Audio and Visual,48,0.02510460251046025,1912
developer,2015-12,19,Beta Testing,35,0.018305439330543932,1912
developer,2015-12,21,Bug Reporting ,110,0.05753138075313807,1912
developer,2015-12,31,Compatibility Issues,38,0.0198744769874477,1912
developer,2015-12,10,Control Issues,33,0.017259414225941423,1912
developer,2015-12,36,Controller,37,0.019351464435146442,1912
developer,2015-12,33,Cross-platform,90,0.04707112970711297,1912
developer,2015-12,9,Customization,120,0.06276150627615062,1912
developer,2015-12,5,Cybersickness,33,0.017259414225941423,1912
developer,2015-12,26,Educational Use,88,0.04602510460251046,1912
developer,2015-12,24,Environment & Interface.,34,0.01778242677824268,1912
developer,2015-12,32,Game Elements,44,0.02301255230125523,1912
developer,2015-12,4,Graphics Optimization,58,0.030334728033472803,1912
developer,2015-12,30,Hardware Optimization,26,0.013598326359832637,1912
developer,2015-12,23,Horror Game ,33,0.017259414225941423,1912
developer,2015-12,25,IOS Development,39,0.020397489539748955,1912
developer,2015-12,6,Implementation Challenges,95,0.049686192468619245,1912
developer,2015-12,3,Input Methods,62,0.032426778242677826,1912
developer,2015-12,17,Installation and Setup,41,0.021443514644351465,1912
developer,2015-12,12,Interaction Mechanics,36,0.01882845188284519,1912
developer,2015-12,0,Layout Challenges,68,0.03556485355648536,1912
developer,2015-12,35,Multiplayer,21,0.010983263598326359,1912
developer,2015-12,7,Object Tracking,37,0.019351464435146442,1912
developer,2015-12,2,Parallel Rendering ,30,0.015690376569037656,1912
developer,2015-12,28,Physics & Hardware,40,0.02092050209205021,1912
developer,2015-12,20,Player Interaction,30,0.015690376569037656,1912
developer,2015-12,11,Rendering Issues,52,0.027196652719665274,1912
developer,2015-12,8,Safety ,55,0.028765690376569036,1912
developer,2015-12,15,Server Management,61,0.03190376569037657,1912
developer,2015-12,18,Streaming and Mapping,54,0.028242677824267783,1912
developer,2015-12,13,Support Challenges,39,0.020397489539748955,1912
developer,2015-12,29,Technical Challenges,49,0.025627615062761507,1912
developer,2015-12,14,Testing Requirements,36,0.01882845188284519,1912
developer,2015-12,27,Tools Limitation,69,0.03608786610878661,1912
developer,2015-12,22,Troubleshooting,52,0.027196652719665274,1912
developer,2015-12,16,UE Issues,54,0.028242677824267783,1912
developer,2016-01,1,App Development ,257,0.027044091339576977,9503
developer,2016-01,34,Audio and Visual,77,0.008102704409133958,9503
developer,2016-01,19,Beta Testing,183,0.019257076712617067,9503
developer,2016-01,21,Bug Reporting ,402,0.04230243081132274,9503
developer,2016-01,31,Compatibility Issues,193,0.02030937598653057,9503
developer,2016-01,10,Control Issues,190,0.019993686204356518,9503
developer,2016-01,36,Controller,138,0.014521729980006315,9503
developer,2016-01,33,Cross-platform,366,0.038514153425234135,9503
developer,2016-01,9,Customization,467,0.0491423760917605,9503
developer,2016-01,5,Cybersickness,246,0.025886562138272125,9503
developer,2016-01,26,Educational Use,351,0.036935704514363885,9503
developer,2016-01,24,Environment & Interface.,226,0.023781963590445123,9503
developer,2016-01,32,Game Elements,156,0.016415868673050615,9503
developer,2016-01,4,Graphics Optimization,175,0.018415237293486268,9503
developer,2016-01,30,Hardware Optimization,146,0.015363569399137115,9503
developer,2016-01,23,Horror Game ,255,0.026833631484794274,9503
developer,2016-01,25,IOS Development,280,0.029464379669578027,9503
developer,2016-01,6,Implementation Challenges,762,0.08018520467220877,9503
developer,2016-01,3,Input Methods,282,0.02967483952436073,9503
developer,2016-01,17,Installation and Setup,233,0.024518573082184573,9503
developer,2016-01,12,Interaction Mechanics,189,0.01988845627696517,9503
developer,2016-01,0,Layout Challenges,430,0.04524886877828054,9503
developer,2016-01,35,Multiplayer,90,0.00947069346522151,9503
developer,2016-01,7,Object Tracking,311,0.03272650741870988,9503
developer,2016-01,2,Parallel Rendering ,163,0.017152478164790066,9503
developer,2016-01,28,Physics & Hardware,259,0.027254551194359676,9503
developer,2016-01,20,Player Interaction,96,0.01010207302956961,9503
developer,2016-01,11,Rendering Issues,293,0.03083236872566558,9503
developer,2016-01,8,Safety ,309,0.03251604756392718,9503
developer,2016-01,15,Server Management,231,0.024308113227401874,9503
developer,2016-01,18,Streaming and Mapping,336,0.035357255603493634,9503
developer,2016-01,13,Support Challenges,148,0.015574029253919815,9503
developer,2016-01,29,Technical Challenges,245,0.025781332210880775,9503
developer,2016-01,14,Testing Requirements,249,0.026202251920446173,9503
developer,2016-01,27,Tools Limitation,248,0.026097021993054824,9503
developer,2016-01,22,Troubleshooting,265,0.027885930758707777,9503
developer,2016-01,16,UE Issues,256,0.026938861412185624,9503
developer,2016-02,1,App Development ,111,0.03179604697794328,3491
developer,2016-02,34,Audio and Visual,34,0.0097393297049556,3491
developer,2016-02,19,Beta Testing,61,0.017473503294185046,3491
developer,2016-02,21,Bug Reporting ,180,0.05156115726152965,3491
developer,2016-02,31,Compatibility Issues,64,0.01833285591521054,3491
developer,2016-02,10,Control Issues,69,0.019765110283586365,3491
developer,2016-02,36,Controller,63,0.018046405041535377,3491
developer,2016-02,33,Cross-platform,144,0.04124892580922372,3491
developer,2016-02,9,Customization,190,0.054425665998281296,3491
developer,2016-02,5,Cybersickness,83,0.023775422515038672,3491
developer,2016-02,26,Educational Use,137,0.03924376969349756,3491
developer,2016-02,24,Environment & Interface.,58,0.016614150673159554,3491
developer,2016-02,32,Game Elements,77,0.02205671727298768,3491
developer,2016-02,4,Graphics Optimization,88,0.025207676883414496,3491
developer,2016-02,30,Hardware Optimization,57,0.01632769979948439,3491
developer,2016-02,23,Horror Game ,76,0.021770266399312517,3491
developer,2016-02,25,IOS Development,69,0.019765110283586365,3491
developer,2016-02,6,Implementation Challenges,222,0.06359209395588657,3491
developer,2016-02,3,Input Methods,101,0.028931538241191636,3491
developer,2016-02,17,Installation and Setup,85,0.024348324262389,3491
developer,2016-02,12,Interaction Mechanics,85,0.024348324262389,3491
developer,2016-02,0,Layout Challenges,114,0.03265539959896878,3491
developer,2016-02,35,Multiplayer,28,0.008020624462904613,3491
developer,2016-02,7,Object Tracking,78,0.02234316814666285,3491
developer,2016-02,2,Parallel Rendering ,78,0.02234316814666285,3491
developer,2016-02,28,Physics & Hardware,109,0.031223145230592952,3491
developer,2016-02,20,Player Interaction,44,0.012603838441707248,3491
developer,2016-02,11,Rendering Issues,98,0.02807218562016614,3491
developer,2016-02,8,Safety ,112,0.03208249785161845,3491
developer,2016-02,15,Server Management,75,0.021483815525637353,3491
developer,2016-02,18,Streaming and Mapping,116,0.03322830134631911,3491
developer,2016-02,13,Support Challenges,83,0.023775422515038672,3491
developer,2016-02,29,Technical Challenges,97,0.027785734746490976,3491
developer,2016-02,14,Testing Requirements,109,0.031223145230592952,3491
developer,2016-02,27,Tools Limitation,117,0.03351475221999427,3491
developer,2016-02,22,Troubleshooting,87,0.02492122600973933,3491
developer,2016-02,16,UE Issues,92,0.026353480378115152,3491
developer,2016-03,1,App Development ,50,0.027995520716685332,1786
developer,2016-03,34,Audio and Visual,31,0.017357222844344905,1786
developer,2016-03,19,Beta Testing,31,0.017357222844344905,1786
developer,2016-03,21,Bug Reporting ,83,0.04647256438969765,1786
developer,2016-03,31,Compatibility Issues,45,0.025195968645016796,1786
developer,2016-03,10,Control Issues,34,0.019036954087346025,1786
developer,2016-03,36,Controller,48,0.026875699888017916,1786
developer,2016-03,33,Cross-platform,91,0.0509518477043673,1786
developer,2016-03,9,Customization,117,0.06550951847704367,1786
developer,2016-03,5,Cybersickness,43,0.024076147816349383,1786
developer,2016-03,26,Educational Use,76,0.0425531914893617,1786
developer,2016-03,24,Environment & Interface.,40,0.022396416573348264,1786
developer,2016-03,32,Game Elements,58,0.032474804031354984,1786
developer,2016-03,4,Graphics Optimization,50,0.027995520716685332,1786
developer,2016-03,30,Hardware Optimization,39,0.021836506159014557,1786
developer,2016-03,23,Horror Game ,39,0.021836506159014557,1786
developer,2016-03,25,IOS Development,42,0.023516237402015677,1786
developer,2016-03,6,Implementation Challenges,42,0.023516237402015677,1786
developer,2016-03,3,Input Methods,56,0.03135498320268757,1786
developer,2016-03,17,Installation and Setup,40,0.022396416573348264,1786
developer,2016-03,12,Interaction Mechanics,46,0.025755879059350503,1786
developer,2016-03,0,Layout Challenges,51,0.02855543113101904,1786
developer,2016-03,35,Multiplayer,16,0.008958566629339306,1786
developer,2016-03,7,Object Tracking,20,0.011198208286674132,1786
developer,2016-03,2,Parallel Rendering ,36,0.020156774916013438,1786
developer,2016-03,28,Physics & Hardware,40,0.022396416573348264,1786
developer,2016-03,20,Player Interaction,35,0.01959686450167973,1786
developer,2016-03,11,Rendering Issues,39,0.021836506159014557,1786
developer,2016-03,8,Safety ,67,0.037513997760358346,1786
developer,2016-03,15,Server Management,56,0.03135498320268757,1786
developer,2016-03,18,Streaming and Mapping,53,0.02967525195968645,1786
developer,2016-03,13,Support Challenges,42,0.023516237402015677,1786
developer,2016-03,29,Technical Challenges,48,0.026875699888017916,1786
developer,2016-03,14,Testing Requirements,35,0.01959686450167973,1786
developer,2016-03,27,Tools Limitation,32,0.01791713325867861,1786
developer,2016-03,22,Troubleshooting,56,0.03135498320268757,1786
developer,2016-03,16,UE Issues,59,0.03303471444568869,1786
developer,2016-04,1,App Development ,75,0.029319781078967943,2558
developer,2016-04,34,Audio and Visual,50,0.019546520719311962,2558
developer,2016-04,19,Beta Testing,59,0.023064894448788117,2558
developer,2016-04,21,Bug Reporting ,108,0.04222048475371384,2558
developer,2016-04,31,Compatibility Issues,47,0.018373729476153244,2558
developer,2016-04,10,Control Issues,61,0.023846755277560593,2558
developer,2016-04,36,Controller,82,0.03205629397967162,2558
developer,2016-04,33,Cross-platform,92,0.03596559812353401,2558
developer,2016-04,9,Customization,163,0.063721657544957,2558
developer,2016-04,5,Cybersickness,95,0.037138389366692726,2558
developer,2016-04,26,Educational Use,127,0.049648162627052385,2558
developer,2016-04,24,Environment & Interface.,38,0.014855355746677092,2558
developer,2016-04,32,Game Elements,93,0.03635652853792025,2558
developer,2016-04,4,Graphics Optimization,60,0.023455824863174355,2558
developer,2016-04,30,Hardware Optimization,54,0.02111024237685692,2558
developer,2016-04,23,Horror Game ,43,0.016810007818608287,2558
developer,2016-04,25,IOS Development,76,0.029710711493354185,2558
developer,2016-04,6,Implementation Challenges,67,0.02619233776387803,2558
developer,2016-04,3,Input Methods,61,0.023846755277560593,2558
developer,2016-04,17,Installation and Setup,64,0.02501954652071931,2558
developer,2016-04,12,Interaction Mechanics,50,0.019546520719311962,2558
developer,2016-04,0,Layout Challenges,104,0.040656763096168884,2558
developer,2016-04,35,Multiplayer,41,0.01602814698983581,2558
developer,2016-04,7,Object Tracking,37,0.014464425332290852,2558
developer,2016-04,2,Parallel Rendering ,47,0.018373729476153244,2558
developer,2016-04,28,Physics & Hardware,72,0.028146989835809225,2558
developer,2016-04,20,Player Interaction,43,0.016810007818608287,2558
developer,2016-04,11,Rendering Issues,42,0.01641907740422205,2558
developer,2016-04,8,Safety ,94,0.03674745895230649,2558
developer,2016-04,15,Server Management,64,0.02501954652071931,2558
developer,2016-04,18,Streaming and Mapping,59,0.023064894448788117,2558
developer,2016-04,13,Support Challenges,71,0.027756059421422986,2558
developer,2016-04,29,Technical Challenges,62,0.024237685691946835,2558
developer,2016-04,14,Testing Requirements,57,0.022283033620015637,2558
developer,2016-04,27,Tools Limitation,63,0.024628616106333073,2558
developer,2016-04,22,Troubleshooting,55,0.02150117279124316,2558
developer,2016-04,16,UE Issues,82,0.03205629397967162,2558
developer,2016-05,1,App Development ,68,0.03019538188277087,2252
developer,2016-05,34,Audio and Visual,68,0.03019538188277087,2252
developer,2016-05,19,Beta Testing,45,0.019982238010657193,2252
developer,2016-05,21,Bug Reporting ,99,0.04396092362344583,2252
developer,2016-05,31,Compatibility Issues,60,0.02664298401420959,2252
developer,2016-05,10,Control Issues,61,0.02708703374777975,2252
developer,2016-05,36,Controller,68,0.03019538188277087,2252
developer,2016-05,33,Cross-platform,76,0.03374777975133215,2252
developer,2016-05,9,Customization,125,0.05550621669626998,2252
developer,2016-05,5,Cybersickness,55,0.024422735346358793,2252
developer,2016-05,26,Educational Use,111,0.049289520426287745,2252
developer,2016-05,24,Environment & Interface.,45,0.019982238010657193,2252
developer,2016-05,32,Game Elements,73,0.03241563055062167,2252
developer,2016-05,4,Graphics Optimization,51,0.02264653641207815,2252
developer,2016-05,30,Hardware Optimization,44,0.019538188277087035,2252
developer,2016-05,23,Horror Game ,32,0.014209591474245116,2252
developer,2016-05,25,IOS Development,60,0.02664298401420959,2252
developer,2016-05,6,Implementation Challenges,27,0.011989342806394316,2252
developer,2016-05,3,Input Methods,48,0.021314387211367674,2252
developer,2016-05,17,Installation and Setup,47,0.020870337477797513,2252
developer,2016-05,12,Interaction Mechanics,48,0.021314387211367674,2252
developer,2016-05,0,Layout Challenges,84,0.037300177619893425,2252
developer,2016-05,35,Multiplayer,39,0.017317939609236235,2252
developer,2016-05,7,Object Tracking,51,0.02264653641207815,2252
developer,2016-05,2,Parallel Rendering ,58,0.02575488454706927,2252
developer,2016-05,28,Physics & Hardware,66,0.02930728241563055,2252
developer,2016-05,20,Player Interaction,59,0.026198934280639432,2252
developer,2016-05,11,Rendering Issues,46,0.020426287744227355,2252
developer,2016-05,8,Safety ,84,0.037300177619893425,2252
developer,2016-05,15,Server Management,62,0.027531083481349913,2252
developer,2016-05,18,Streaming and Mapping,55,0.024422735346358793,2252
developer,2016-05,13,Support Challenges,54,0.023978685612788632,2252
developer,2016-05,29,Technical Challenges,76,0.03374777975133215,2252
developer,2016-05,14,Testing Requirements,45,0.019982238010657193,2252
developer,2016-05,27,Tools Limitation,50,0.022202486678507993,2252
developer,2016-05,22,Troubleshooting,43,0.019094138543516874,2252
developer,2016-05,16,UE Issues,69,0.03063943161634103,2252
